,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Unnamed: 62
398492,United States,USA,"Account, primary education or less (% ages 15+) [ts]",WP_time_10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398493,United States,USA,"Account, secondary education or more (% ages 15+) [ts]",WP_time_10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398494,United States,USA,"Account, young adults (% ages 15-24) [ts]",WP_time_10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.13461,,,87.56351,,,,
398495,United States,USA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398496,United States,USA,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398497,United States,USA,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398498,United States,USA,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398499,United States,USA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5138931274414,97.6168670654297,97.3115234375,96.0032577514648,95.5352325439453,94.43624877929692,95.2743301391602,96.25289916992192,97.1722793579102,97.48574829101558,96.0313034057617,94.7958221435547,93.94464111328129,94.10936737060551,93.8258438110352,94.0345306396484,94.45604705810551,,,
398500,United States,USA,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7910537719727,97.7367782592773,98.0378265380859,96.7921829223633,96.1709671020508,95.1438522338867,95.99459838867192,97.2575531005859,97.8554534912109,97.9434280395508,97.0973587036133,95.13818359375,94.67456817626949,94.10391235351558,93.81774139404301,94.4320602416992,94.7655410766602,,,
398501,United States,USA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.25061798095699,97.5029067993164,96.62085723876949,95.25357055664058,94.9310836791992,93.763427734375,94.5888671875,95.29583740234379,96.5214080810547,97.04943084716801,95.0139923095703,94.46875,93.24649047851558,94.1146087646484,93.83361053466801,93.6527862548828,94.1588134765625,,,
398502,United States,USA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,,,,,,,,,,2.8519886213934202,5.708007167917089,5.95660000992841,-4.29539685667423,-0.868571221564878,5.30210538324984,4.27858946184155,5.6407537969992605,-0.268463458703934,-2.2000839458792405,4.39776215629455,0.0104848205841392,3.2789825397791406,8.70795826289152,3.9955075512753795,3.47673707912854,3.71169730501255,5.888639954926901,2.48626765601915,1.29700697873589,0.292933064900495,3.62123152327302,2.2947137083787097,4.62100720072016,3.4128031657526803,4.4513136600945,5.6250636814606,6.01288979663686,4.19845085891785,3.8981918737531798,1.25248402722168,1.6103259085094899,2.16262396591833,3.5296426129898197,3.01604812817303,3.59681384523691,-0.0241281818286012,-2.4991316360464104,-1.2775179548550701,3.4800660020516,2.25871665457736,3.61961658361278,1.27156334153034,3.14937085974474,3.14778779533431,,,
398503,United States,USA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,,,,,,,,,,,4233376344742.4,4354111756395.21,4602644767549.37,4876805906230.19,4667327738627.87,4626788673074.03,4872105884380.69,5080563293319.56,5367145360196.43,5352736536128.78,5234971838932.2,5465193449357.44,5465766465085.18,5644987993140.43,6136551191528.33,6381737557773.73,6603613793737.52,6848719948953.11,7252016408268.21,7432320946636.19,7528718667996.11,7550772774338.0,7824203738293.05,8003746814047.14,8373600530651.67,8659375034649.23,9044830978445.39,9553608480863.42,10128056430419.9,10553277902614.5,10964664924228.8,11101995601043.2,11280773912568.4,11524734632742.6,11931516577373.9,12291376859768.5,12733474804430.9,12730402448476.9,12412252933491.0,12253684173663.7,12680120470590.1,12966528463479.8,13435867078062.8,13606712638444.2,14035238481248.5,14477038005207.3,,,
398504,United States,USA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,,,,,,,,,,,935080445652.235,1012050905968.65,1117142467944.78,1248250199477.75,1312829431684.95,1416501301564.22,1578029453800.28,1757363643732.58,1987087963682.45,2149741896112.26,2305953166923.72,2628222796102.19,2786577143803.97,2990887492358.6,3371016723943.83,3613398048646.12,3817635872520.54,4072081548491.51,4454202938601.13,4737113125688.89,4981234268176.08,5145001707307.15,5455285753626.48,5710922985965.02,6101972247348.23,6443706853619.73,6847819098033.9,7338106696582.55,7831515841545.24,8286561097728.44,8829931898038.21,9114881459625.0,9388463567891.53,9798819317327.76,10437982309818.7,11129593338307.4,11896585687604.2,12217106102996.1,12263927334697.5,12071616696040.7,12680120470590.1,13278942968729.4,14001601247672.2,14377362512759.0,15079823185674.2,15647593920880.1,,,
398505,United States,USA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,,,,,,,,,,,,1.55978238953855,4.58241451241011,4.950080061176889,-5.1658292690386,-1.84119047295977,4.306242602961089,3.23504126568237,4.52732203651334,-1.36302654442521,-3.13407368220862,3.3781976674715697,-0.938402557841684,2.3389261013866602,7.7708087700538,3.0780441161022596,2.52484745043198,2.7888224762353198,4.93152399821382,1.5229376815764901,0.159143850865547,-1.03832765915361,2.194043100919,0.9546289120497142,3.3458782887437497,2.18867967234182,3.2431564874594,4.36100450530668,4.78425722766976,3.0087423424452595,2.7484538344552303,0.25528925724512397,0.6719477155027249,1.2883175296818998,2.57591248462725,2.07089812559748,2.6026782083792703,-0.9704468128720121,-3.41701071167634,-2.13918743915798,2.6181461110726003,1.49909639230836,2.8490585268953104,0.564873989989906,2.3856839466340696,2.3978250803388597,,,
398506,United States,USA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,20645.3794390808,20967.402431825,21928.215723736397,23013.679958048902,21824.832542893102,21422.995805373997,22345.5219775756,23068.4088345823,24112.7899912233,23784.126263041402,23038.7142212882,23817.0075277272,23593.508119885602,24145.342839534398,26021.6312584685,26822.5885483336,27499.8179914361,28266.739096505,29660.720118561698,30112.434401874198,30160.3564895707,29847.1931660402,30502.0534485176,30793.234869506003,31823.5390294067,32520.0543591631,33574.7306118376,35038.9261264644,36715.2784821677,37819.9466120074,38859.410384853996,38958.614284995296,39220.3958036749,39725.6790380242,40748.977763967596,41592.8475806818,42675.3755609086,42261.233738896604,40817.1628551519,39944.007234333796,40989.7997063461,41604.2763149584,42789.6064968628,43031.3138543826,44057.905001032304,45114.3364970189,,,
398507,United States,USA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,4560.21129104927,4873.572341309389,5322.36187418903,5890.501108861589,6138.90519553036,6558.69623315979,7237.505234481991,7979.348088815241,8927.32198343307,9552.0734758715,10148.3250827317,11453.6480180166,12028.529006682,12792.9419841509,14294.5689555553,15187.194434551,15898.005990515801,16806.712432225602,18217.6734407958,19192.6599074175,19955.0292568236,20337.5024500146,21267.009806975402,21971.933509920502,23190.3052049141,24199.170992796,25419.3452639402,26913.325887773102,28390.075335305097,29696.6782458731,31293.792347267,31985.5243867705,32641.3116666436,33776.461112243196,35648.2016586281,37661.482894595,39870.598552908596,40557.2391541627,40329.4004679379,39350.5118789583,40989.7997063461,42606.6864386714,44591.3169751497,45468.498903752,47336.9525024057,48762.10294269941,,,
398508,United States,USA,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,15.101510009074099,14.5964209363828,15.2557827620447,16.713223493075,12.741990610911902,11.064889601117,11.9668888711809,12.352137990614601,13.658367409832803,11.2516302514715,8.66286636339787,11.052418804416302,9.734426244045949,8.15012695808996,11.0735030609652,9.56746689600045,7.02545337439168,9.428956609247921,8.55776469326371,7.785906009355309,6.73919346655196,6.87951754120899,7.05884544081738,6.18931257759528,7.515136197388389,7.65566158044505,8.4647645613165,9.891054705525582,10.0741619348913,9.39412277463982,8.866848333111939,7.69789018348795,6.54204543388076,5.9020422112401505,5.63703418853963,5.57001894049728,6.81294437261668,4.76126433788596,2.2095012090703796,1.5115750277252502,2.84281380646389,3.7328394055609704,5.92655229613659,6.36716176400095,7.18591699465708,7.52126506711244,,,
398509,United States,USA,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,162632691740.721,170176752413.1,195864418147.064,239844785059.721,198385148617.53198,186851684205.103,224257104068.155,257787884650.327,321654552501.563,294712826013.768,247130786468.469,354470965411.47797,328510602785.692,295120987228.612,447183488811.57,413394936629.146,318279032037.428,457035670285.161,451487126581.33,437435557323.609,399157037669.1,420837286789.60706,455964003595.96704,418297263381.68396,540774170491.673,582003298065.542,683564443861.009,852641556096.8341,923553832462.13,913602864552.937,924040865338.595,830494580335.7809,726095080660.9921,684129320873.691,697447692011.255,736456764274.67,963404837842.979,694463732531.032,326811742836.019,219095242393.63602,429864718489.211,589896878421.394,983576545619.125,1087110098100.23,1286214468790.66,1391133186813.12,,,
398510,United States,USA,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58099722031292,6.72509045695323,6.90703372264318,6.04310177782762,7.372606998041509,7.51732563216159,8.32958262057221,9.759691225023289,9.947976999488391,9.26962471766829,8.74293670931234,7.570789865550691,6.412252333578429,5.77160476707054,5.50833101800491,5.4424278028961695,6.69084305829162,4.641490328511559,2.08975558936838,1.39170357405009,2.7304960066407,3.62088476953588,5.81476549361153,6.25576106029164,7.07684228149272,7.41286686266348,,,
398511,United States,USA,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389787200561.358,411390595977.971,446157771204.02,408415781932.346,530518054365.07104,571486639603.568,672647947899.95,841317590578.05,911985765416.598,901495104817.5079,911127663287.567,816782235434.802,711689474251.5359,669009794970.214,681523763533.676,719586919243.3259,946138735186.9009,676993854845.711,309099928734.656,201720474540.69,412881031660.14703,572204799244.986,965024296085.264,1068089876151.01,1266691076806.66,1371083854918.24,,,
398512,United States,USA,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,,,,,,,,,,,0.66763039452738,0.6717461107105059,0.6868358788443989,0.697357212801791,0.695551727582405,0.691537070694735,0.708862940486435,0.715771953016313,0.721121493880644,0.7245604762546209,0.719803294187168,0.692426078072218,0.6834858201478089,0.6875689751064872,0.6777421089032559,0.67591838663266,0.677833829976618,0.697904504839876,0.7133283549630021,0.7259218689867769,0.7159595352796321,0.7375972948227499,0.749414561924845,0.774047960951238,0.7747006175373891,0.777011087124979,0.7854980397338108,0.7876804810751089,0.7762771078545241,0.7793209229497841,0.792745890919728,0.7924969321146279,0.8124374397018531,0.82164496585251,0.826742958044343,0.827016312169524,0.808007624003215,0.841555129843443,0.84559190164901,0.8400550912392591,0.860979128862495,0.8494804137720781,0.818190731877396,0.8438373911853001,0.842183500195907,0.848609072593983,,,
398513,United States,USA,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,,,,,,,,,,,5778185881.08312,6182486539.94436,6837774958.8587,7622580592.683371,8102408873.7368,8582521310.26832,9589867420.783821,10592956944.0103,11829262794.3461,12985306486.4104,13800959220.4513,14660976682.7478,14957925582.8585,15859537559.7591,17125377815.808998,17950369954.4353,18539749835.5832,20061610911.2026,21922728870.1318,23337294895.161,23835054017.5346,24911715914.0724,26253270521.8099,27868354459.177998,29170860355.7248,30362814855.5341,32027297921.0984,33675780578.4975,34669866531.7665,36269140641.8253,38833984081.9654,39477599669.3513,40897537575.8522,42431162702.415,44764055086.8637,46972668891.5903,48154099996.6505,50752623730.0225,50736192010.5568,48458527756.0508,50832238299.2622,51426064865.1906,54127723263.4875,56743789707.8645,59566182808.525,,,,
398514,United States,USA,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,12.7011497029894,12.768466732568701,12.5321976134671,12.409245928059098,13.2419146268105,14.066322305711301,13.8320267161987,13.8157759162214,13.803093932000001,14.169205281603801,14.9331785439,15.1237724175451,15.832847075468301,15.480176035155699,14.717346786746301,14.7344593698611,15.057572406347001,15.018153929319901,14.8298472440138,14.8818958862446,14.972836844388098,15.221293022555301,14.857645393429598,14.849687226087699,14.669289337164303,14.7690686674171,14.562973951419401,14.3840864595542,14.292491320497101,14.4043492886341,14.5302706184726,14.8673171264941,14.975050501817698,14.9009136193188,14.804445478626402,14.990032105487499,15.105374870029099,15.524414502627598,15.9782566005557,16.3398226491053,15.750146856803301,15.5075264298191,15.269937461515699,15.3973088562954,15.3370980995799,15.3047549056476,,,
398515,United States,USA,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,,,,,,,,,,,136782491496.404,148864999941.672,160897125500.02,178080124615.205,206168665590.66397,237536578144.316,259209414256.221,288333861793.95,325062862098.6,371132577020.52,426007744228.96204,485046604221.024,534315840109.95294,560546462338.61,594333558758.533,636652414236.708,682163743025.424,727952448185.03,782387148960.78,836109556576.8829,886829148023.63,931124547422.264,959725146894.97,1003598291550.46,1055572722123.67,1122782999675.58,1176019854770.32,1239955720298.89,1310271288052.23,1400860419627.81,1514243091962.88,1603975375508.94,1662065880146.25,1727224501269.72,1831694821288.53,1981952064923.35,2136020849621.08,2264344526109.76,2363375890301.4,2368375593874.57,2381595456364.08,2450638894177.89,2534214091050.6,2628890322197.3,2745202525941.9,2830767467348.58,,,
398516,United States,USA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,7.4547239,7.0,6.9,6.8,6.6,7.0,7.0,6.7,6.6,6.3,6.3,6.4,6.2,6.3,6.3,6.1,4.2,6.4,4.3,4.3,4.4,4.5,5.4280995,5.1,5.3558719,4.7893238,4.7893238,4.7893238,4.27086389403941,4.28032518221376,4.5171273721206395,4.75392956202751,4.75302175679147,4.933572804991281,4.677149357609371,4.45642702755847,4.69066737620128,4.62222818314158,4.7215749736007,4.706201190469651,4.822756035959809,5.05,5.05,5.05,5.05,5.05,,,
398517,United States,USA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,,,,,,,,,,,80282158096.27,81611600000.0,88587030000.0,97584080000.0,102758040000.0,118208300000.0,131178600000.0,139828330000.0,155430000000.0,165015270000.0,179723880000.0,205259520000.0,209233260000.0,228126780000.0,254414160000.0,263571240000.0,190275540000.0,310217600000.0,226857680000.0,241586900000.0,260608480000.0,275276250000.0,350626458772.65,344677380000.0,385397830180.2,364096847517.88,386757533077.58,412855516328.54,391533582918.01,416272752815.762,470743394830.80896,512882444728.9,527533131764.529,571870158117.759,578684981419.577,589219868729.7261,663297892333.87,674184336108.481,698377597495.2261,682140331552.6229,729253762953.519,798046450000.0,838103050000.0,862221850000.0,903904550000.0,934048000000.0,,,
398518,United States,USA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.3639959552066,0.365682347122011,0.39855578689823407,0.5009313959404179,2.26828299602701,1.94245773792984,1.89157768437879,1.92964431188801,1.78326441424624,3.6911682973499502,4.1555525764084305,2.87231126640481,1.56752464411521,1.8930865882848897,1.78198481042048,1.6191683372663,0.6529622649537651,0.941277821961245,0.665877043950436,0.755177030979718,0.8797447779444469,0.6418145171378979,0.661987666084116,0.636003011916809,0.510064574263817,0.44430252171706,0.620941863315259,0.47193996351203205,0.271386828556983,0.38169094261536407,0.731897913845523,0.640748306183842,0.43098024381463296,0.558430659750625,0.818680066900874,0.816222294621977,0.717572647680918,0.656752556401761,1.0169514130205,0.32609797909946997,0.319141472713159,0.368698671035866,0.271264884766851,0.317913596025151,0.35305380418508797,0.0503444085728559,,,
398519,United States,USA,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,3919981640.40644,4263417348.6261,5116938181.2503605,7188666090.58256,35315805278.3429,32802089574.6474,35447787489.7217,40271483824.6716,41995876955.4989,96682402095.6575,118547941678.74901,92120192473.8817,52899724422.3492,68549801213.749,71962248996.1725,69961673183.937,29581606562.7859,45625147947.1945,35130074733.9195,42428111131.5335,52106579401.8272,39261398549.6181,42760894694.4037,42983500356.7832,36703226634.8757,33777032887.4874,50143601324.3468,40682782256.6168,24879523201.3757,37120436565.7949,76273277295.5835,69127771760.95,47834066280.7423,64729931494.33401,101292009957.378,107919279350.32901,101470512963.263,95791957619.0917,150419317402.68802,47266271580.5726,48257701230.4295,58265082285.1269,45019391540.7914,54279613644.5463,63193453464.893,9311701809.63543,,,
398520,United States,USA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,21.48601769,21.4624134,22.02891563,23.62812705,22.51647947,20.87481087,21.46839127,22.16227988,23.40203957,23.60275281,22.25032679,23.3967806,21.64606451,19.94067483,21.97551408,20.51616328,19.23565557,19.71704404,20.54345924,19.89608786,18.9541078,19.01064531,17.92604211,17.36201209,18.13487755,18.88295571,19.66253123,20.76379603,21.15305276,20.68652972,20.41288773,19.25020197,18.01236448,17.25481753,17.42289947,17.76457868,18.80084606,17.21972438,15.41982547,14.36132219,15.02384775,15.50379873,17.327955199999998,17.95332077,18.72900143,18.71993814,,,
398521,United States,USA,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,,,,,,,,,,,0.106513999141494,0.0600985299559754,0.0555716991553866,0.10738295377597999,0.168670433416835,0.10955419389104501,0.0690159155260247,0.0489226421207836,0.0362334294458111,0.0661677313915185,0.0789112006816547,0.0558249678190623,0.027773826757455003,0.0297217966296551,0.0220473583379902,0.0183192743733976,0.0133016635028831,0.0211917845317464,0.0673716509125253,0.0374622332488305,0.0333322442181074,0.0237355305107281,0.0216099695955254,0.0111342531436269,0.0200921526030002,0.0262173855827004,0.0176764507490823,0.018384456998044,0.00963558640156162,0.0073833098338783,0.00817299860221481,0.005704105306614539,0.00483368335127989,0.00540271156363086,0.0131812144207368,0.0176626285297568,0.0475429241026049,0.0579842810082682,0.0911180810104081,0.0499599055101585,0.0735817620105099,0.0952550152668257,0.0919810662527869,0.0771218388464072,0.0607898437294429,0.0450200581838455,,,
398522,United States,USA,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,,,,,,,,,,,1147081210.95449,700676741.0507259,713468373.946262,1541009816.45758,2626097446.04007,1850030716.8186898,1293344453.7746,1021010648.79654,853297263.448852,1733124771.5649,2251147168.56597,1790407202.8994,937291663.731862,1076244089.03779,890342881.234726,791546534.835514,602614572.8355651,1027197583.93055,3554366610.18265,2104740650.6190398,1974242159.24313,1451961740.1675198,1395889503.0320802,752495137.608251,1445791117.00669,1993113817.1994,1427445871.43647,1584800861.93948,883347201.1563631,718046077.950233,851732703.332612,615393105.109416,536485681.475204,626249908.186708,1630858935.4200802,2335317418.94738,6722949811.501161,8457413275.02297,13477457598.4115,7241438504.16992,11126371815.3712,15053054807.6012,15265269736.3788,13167551399.119,10880834918.9767,8326909961.684071,,,
398523,United States,USA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,,,,,,,,,,,0.470509954348094,0.425780877077986,0.454127486053621,0.608314349716398,2.43695342944384,2.05201193182089,1.96059359990481,1.97856695400879,1.81949784369205,3.75733602874147,4.23446377709008,2.92813623422387,1.5952984708726698,1.92280838491455,1.80693251890971,1.6383281287242202,0.6747878088111159,0.9720351819824681,0.742450612577039,0.802330201915593,0.9261746537229291,0.672258699098193,0.688277822771012,0.64895318825688,0.531629985937619,0.47051990729976,0.638618314064341,0.49032442051007596,0.28102241495854496,0.38907425244924204,0.7400709124477379,0.6464524114904571,0.435813927165913,0.5638333713142559,0.831861281321611,0.833884923151734,0.765115571783523,0.714736837410029,1.10806949403091,0.37605788460962897,0.392723234723669,0.463953686302692,0.36324595101963797,0.39503543487155796,0.413843647914531,0.0953644667567014,,,
398524,United States,USA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00290035015124273,0.000840517084520684,0.00852388035446759,0.00956557548947676,0.00920191771407822,0.00969093768704445,0.0130976315603741,0.00670865144956715,0.0046801870913702,0.00181592319644425,0.00147325907080197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
